Line ID		Wavelength (rest)
--------	----------
NIII			4633.5	-
NIII			4640.0	-
OII				4641.3	-
NIII			4647.0	-
OII				4648.7	-
OII				4650.3	-
OII				4661.0	-
OII				4675.7	-
HeII			4685.7
[ArIV]		4711.4
HeI				4712.8	-
[Ne IV]		4714.2
[Ne IV]		4724.9
[ArIV]		4740.2
NIII			4858.8	-
Hbeta			4861.3
HeI				4921.9
[OIII]		4930.8	-
[OIII]		4958.9
[OIII]		5006.8
HeI 			5015.3	-
