1150.0000 	 2.1100 	 0.9560 
1150.0500 	 1.3300 	 0.5990 
1150.1000 	 2.0900 	 0.9370 
1150.1500 	 1.8700 	 0.6380 
1150.2000 	 1.2400 	 0.5980 
1150.2500 	 1.0600 	 0.7890 
1150.3000 	 2.0600 	 0.6150 
1150.3500 	 1.4800 	 0.5930 
1150.4000 	 1.6700 	 0.7990 
1150.4500 	 2.0600 	 0.5910 
1150.5000 	 1.3900 	 0.5740 
1150.5500 	 1.3800 	 0.5450 
1150.6000 	 1.4900 	 0.7760 
1150.6500 	 1.6400 	 0.5700 
1150.7000 	 1.7100 	 0.5740 
1150.7500 	 1.2600 	 0.7580 
1150.8000 	 2.1400 	 0.6100 
1150.8500 	 1.0700 	 0.5330 
1150.9000 	 1.5400 	 0.8050 
1150.9500 	 1.5400 	 0.5760 
1151.0000 	 0.9990 	 0.5470 
1151.0500 	 1.4000 	 0.8250 
1151.1000 	 1.4800 	 0.5960 
1151.1500 	 1.6200 	 0.6060 
1151.2000 	 2.0100 	 0.8720 
1151.2500 	 1.9500 	 0.6290 
1151.3000 	 1.4700 	 0.5950 
1151.3500 	 1.4500 	 0.6000 
1151.4000 	 2.0200 	 0.9550 
1151.4500 	 1.9500 	 0.6430 
1151.5000 	 1.5100 	 0.6300 
1151.5500 	 1.7900 	 0.9050 
1151.6000 	 1.4600 	 0.6250 
1151.6500 	 1.5600 	 0.6320 
1151.7000 	 1.6400 	 0.9160 
1151.7500 	 1.2900 	 0.6280 
1151.8000 	 1.4700 	 0.6490 
1151.8500 	 1.2500 	 0.8880 
1151.9000 	 1.2800 	 0.6160 
1151.9500 	 1.9100 	 0.6630 
1152.0000 	 1.8200 	 0.9090 
1152.0500 	 1.7300 	 0.6510 
1152.1000 	 1.9600 	 0.6670 
1152.1500 	 0.7280 	 0.8070 
1152.2000 	 1.1200 	 0.5940 
1152.2500 	 1.2800 	 0.6340 
1152.3000 	 0.7520 	 0.5700 
1152.3500 	 2.1100 	 0.9390 
1152.4000 	 1.4500 	 0.6330 
1152.4500 	 1.4100 	 0.6290 
1152.5000 	 1.4500 	 0.8860 
1152.5500 	 1.4900 	 0.6360 
1152.6000 	 1.1700 	 0.6250 
1152.6500 	 1.3900 	 0.8760 
1152.7000 	 1.5300 	 0.6420 
1152.7500 	 1.7100 	 0.6560 
1152.8000 	 1.2600 	 0.8700 
1152.8500 	 1.6700 	 0.6460 
1152.9000 	 1.2500 	 0.6320 
1152.9500 	 1.7200 	 0.9120 
1153.0000 	 1.4700 	 0.6350 
1153.0500 	 1.4300 	 0.6310 
1153.1000 	 2.0900 	 0.9350 
1153.1500 	 1.6100 	 0.6540 
1153.2000 	 1.5700 	 0.3470 
1153.2500 	 1.1800 	 0.4950 
1153.3000 	 1.6400 	 0.3680 
1153.3500 	 1.3800 	 0.3500 
1153.4000 	 1.4000 	 0.5030 
1153.4500 	 1.3700 	 0.3470 
1153.5000 	 1.0200 	 0.3280 
1153.5500 	 0.9570 	 0.4610 
1153.6000 	 1.0500 	 0.3310 
1153.6500 	 1.4000 	 0.3400 
1153.7000 	 1.0000 	 0.4510 
1153.7500 	 0.8120 	 0.3110 
1153.8000 	 0.6400 	 0.3020 
1153.8500 	 0.5520 	 0.4170 
1153.9000 	 0.7020 	 0.2960 
1153.9500 	 1.0400 	 0.3100 
1154.0000 	 0.7690 	 0.4300 
1154.0500 	 0.5700 	 0.2960 
1154.1000 	 0.5340 	 0.2900 
1154.1500 	 0.9230 	 0.4370 
1154.2000 	 0.6630 	 0.2940 
1154.2500 	 0.8970 	 0.3040 
1154.3000 	 0.5980 	 0.4080 
1154.3500 	 0.9530 	 0.3060 
1154.4000 	 0.8540 	 0.2980 
1154.4500 	 1.2100 	 0.4470 
1154.5000 	 1.1800 	 0.3100 
1154.5500 	 0.8550 	 0.2970 
1154.6000 	 1.4800 	 0.4570 
1154.6500 	 0.7500 	 0.2920 
1154.7000 	 0.5680 	 0.2820 
1154.7500 	 0.6410 	 0.4010 
1154.8000 	 0.9320 	 0.2980 
1154.8500 	 0.7530 	 0.2880 
1154.9000 	 1.1200 	 0.4400 
1154.9500 	 0.7890 	 0.2920 
1155.0000 	 1.0800 	 0.3060 
1155.0500 	 0.7880 	 0.4200 
1155.1000 	 0.9220 	 0.3000 
1155.1500 	 0.5490 	 0.2820 
1155.2000 	 0.3780 	 0.3910 
1155.2500 	 1.1900 	 0.3180 
1155.3000 	 1.1300 	 0.3170 
1155.3500 	 1.4400 	 0.4740 
1155.4000 	 0.8990 	 0.3080 
1155.4500 	 0.9020 	 0.3090 
1155.5000 	 1.0800 	 0.4670 
1155.5500 	 1.1300 	 0.3240 
1155.6000 	 1.2800 	 0.3310 
1155.6500 	 0.9400 	 0.4580 
1155.7000 	 1.2300 	 0.3390 
1155.7500 	 1.2700 	 0.3420 
1155.8000 	 1.4300 	 0.5040 
1155.8500 	 0.8580 	 0.3190 
1155.9000 	 1.2000 	 0.3380 
1155.9500 	 1.2300 	 0.4920 
1156.0000 	 1.3300 	 0.3620 
1156.0500 	 1.1000 	 0.3340 
1156.1000 	 1.0500 	 0.4820 
1156.1500 	 1.1400 	 0.3400 
1156.2000 	 0.7200 	 0.3070 
1156.2500 	 0.5480 	 0.4430 
1156.3000 	 1.2800 	 0.3550 
1156.3500 	 1.6400 	 0.3750 
1156.4000 	 1.4900 	 0.3760 
1156.4500 	 1.7400 	 0.5490 
1156.5000 	 1.3500 	 0.3630 
1156.5500 	 1.1500 	 0.3510 
1156.6000 	 1.4500 	 0.5300 
1156.6500 	 1.2200 	 0.3530 
1156.7000 	 1.8200 	 0.3920 
1156.7500 	 1.5700 	 0.5380 
1156.8000 	 0.7010 	 0.3170 
1156.8500 	 1.0300 	 0.3410 
1156.9000 	 1.2700 	 0.5170 
1156.9500 	 0.9670 	 0.3370 
1157.0000 	 1.1400 	 0.3520 
1157.0500 	 1.0000 	 0.4830 
1157.1000 	 1.1200 	 0.3530 
1157.1500 	 0.8560 	 0.3400 
1157.2000 	 1.2600 	 0.5260 
1157.2500 	 1.6400 	 0.3920 
1157.3000 	 1.3900 	 0.3780 
1157.3500 	 1.1200 	 0.5050 
1157.4000 	 1.4200 	 0.3850 
1157.4500 	 1.6300 	 0.4010 
1157.5000 	 1.4500 	 0.5580 
1157.5500 	 1.4200 	 0.3790 
1157.6000 	 1.3600 	 0.3830 
1157.6500 	 1.4900 	 0.5730 
1157.7000 	 1.4300 	 0.4060 
1157.7500 	 1.3200 	 0.3830 
1157.8000 	 1.4800 	 0.5730 
1157.8500 	 1.1600 	 0.3870 
1157.9000 	 1.1800 	 0.3830 
1157.9500 	 1.0300 	 0.5310 
1158.0000 	 0.9910 	 0.3780 
1158.0500 	 1.2600 	 0.4070 
1158.1000 	 1.6500 	 0.6310 
1158.1500 	 0.9610 	 0.3830 
1158.2000 	 1.2700 	 0.4010 
1158.2500 	 1.3200 	 0.5830 
1158.3000 	 1.3600 	 0.4140 
1158.3500 	 1.5700 	 0.4190 
1158.4000 	 1.8900 	 0.6350 
1158.4500 	 1.6400 	 0.4290 
1158.5000 	 1.7500 	 0.4390 
1158.5500 	 1.4200 	 0.5780 
1158.6000 	 1.9600 	 0.4640 
1158.6500 	 1.4000 	 0.4180 
1158.7000 	 1.2900 	 0.6020 
1158.7500 	 1.7000 	 0.4190 
1158.8000 	 1.4400 	 0.4280 
1158.8500 	 2.0200 	 0.6380 
1158.9000 	 1.4600 	 0.4300 
1158.9500 	 1.6700 	 0.4470 
1159.0000 	 1.5000 	 0.6200 
1159.0500 	 1.4300 	 0.4360 
1159.1000 	 1.6700 	 0.4580 
1159.1500 	 1.3300 	 0.6070 
1159.2000 	 1.3500 	 0.4210 
1159.2500 	 1.5600 	 0.4330 
1159.3000 	 1.1000 	 0.5610 
