# COPERNICUS
#	EPS PER
#
#	Wavelegnth (A)	Mean Counts	  Mean Background	#Scans	Sigma
#	--------------  -----------   ---------------   ------  -----
      1075.69       21753.1       9052.64        1       0.00000
      1075.79       21472.3       9123.98        1       0.00000
      1075.89       21090.7       9205.90        1       0.00000
      1075.99       20382.3       9241.46        1       0.00000
      1076.09       19625.9       9269.93        1       0.00000
      1076.19       19528.6       9332.80        1       0.00000
      1076.29       19315.7       9395.51        1       0.00000
      1076.39       18414.4       9457.41        1       0.00000
      1076.49       17455.4       9508.20        1       0.00000
      1076.59       16348.2       9531.26        1       0.00000
      1076.69       14734.1       9544.53        1       0.00000
      1076.79       12434.1       9544.53        1       0.00000
      1076.89       8708.31       9550.45        1       0.00000
      1076.99       3891.31       9560.93        1       0.00000
      1077.09       2518.80       9567.72        1       0.00000
      1077.19       2590.95       9572.96        1       0.00000
      1077.29       5414.16       9567.58        1       0.00000
      1077.39       8751.04       9560.23        1       0.00000
      1077.49       5381.14       9592.11        1       0.00000
      1077.59       2359.89       9632.45        1       0.00000
      1077.69       2525.75       9728.84        1       0.00000
      1077.79       4140.04       9820.16        1       0.00000
      1077.89       9830.34       9897.32        1       0.00000
      1077.99       13901.2       9952.12        1       0.00000
      1078.09       15594.5       9974.13        1       0.00000
      1078.19       16599.0       9991.29        1       0.00000
      1078.29       17024.4       10004.4        1       0.00000
      1078.39       17129.3       10021.1        1       0.00000
      1078.49       17085.1       10039.4        1       0.00000
      1078.59       15316.7       10052.2        1       0.00000
      1078.69       13177.4       10063.8        1       0.00000
      1078.79       6835.95       10085.0        1       0.00000
      1078.89       1546.88       10104.2        1       0.00000
      1078.99       5447.78       10105.2        1       0.00000
      1079.09       8741.34       10100.4        1       0.00000
      1079.19       10250.9       10078.4        1       0.00000
      1079.29       12381.3       10062.2        1       0.00000
      1079.39       15474.0       10054.8        1       0.00000
      1079.49       17391.4       10035.5        1       0.00000
      1079.59       18324.2       10006.1        1       0.00000
      1079.69       18728.2       9993.62        1       0.00000
      1079.79       18887.7       9988.91        1       0.00000
      1079.89       19627.9       9988.51        1       0.00000
      1079.99       20491.7       9989.04        1       0.00000
      1080.09       20164.0       10017.6        1       0.00000
      1080.19       19908.9       10046.3        1       0.00000
      1080.29       20477.3       10070.0        1       0.00000
      1080.39       21094.9       10098.8        1       0.00000
      1080.49       21847.3       10141.8        1       0.00000
      1080.59       22306.2       10171.7        1       0.00000
      1080.69       22330.1       10182.2        1       0.00000
      1080.79       22309.3       10185.8        1       0.00000
      1080.89       22250.9       10183.7        1       0.00000
      1080.99       21669.0       10180.5        1       0.00000
      1081.09       20855.8       10176.8        1       0.00000
      1081.19       18757.6       10179.3        1       0.00000
      1081.29       16401.2       10183.0        1       0.00000
      1081.39       19471.2       10161.4        1       0.00000
      1081.49       21921.2       10146.5        1       0.00000
      1081.59       19320.8       10182.4        1       0.00000
      1081.69       17720.3       10218.8        1       0.00000
      1081.79       18775.8       10256.7        1       0.00000
      1081.89       19753.4       10296.8        1       0.00000
      1081.99       20621.9       10339.7        1       0.00000
      1082.09       20937.6       10381.1        1       0.00000
      1082.19       20824.0       10421.1        1       0.00000
      1082.29       20249.0       10472.2        1       0.00000
      1082.39       19487.5       10527.8        1       0.00000
      1082.49       18799.7       10532.8        1       0.00000
      1082.59       18122.5       10529.3        1       0.00000
      1082.69       16909.8       10579.3        1       0.00000
      1082.79       15800.2       10627.2        1       0.00000
      1082.89       15262.1       10663.1        1       0.00000
      1082.99       14827.5       10692.0        1       0.00000
      1083.09       14628.5       10705.2        1       0.00000
      1083.19       14506.0       10712.4        1       0.00000
      1083.29       14475.9       10712.4        1       0.00000
      1083.39       9810.05       7289.69        1       0.00000
      1083.49       1967.91       1521.83        1       0.00000
      1083.59       0.00000       0.00000        0       0.00000
      1083.69       12412.0       10747.2        1       0.00000
      1083.79       10288.7       10751.4        1       0.00000
      1083.89       8052.50       10754.7        1       0.00000
      1083.99       5609.04       10756.3        1       0.00000
      1084.09       4949.08       10747.3        1       0.00000
      1084.19       6121.18       10727.4        1       0.00000
      1084.29       6566.81       10699.7        1       0.00000
      1084.39       6590.34       10667.5        1       0.00000
      1084.49       5680.78       10663.9        1       0.00000
      1084.59       4513.97       10668.1        1       0.00000
      1084.69       5436.10       10628.1        1       0.00000
      1084.79       6477.50       10583.2        1       0.00000
      1084.89       7176.34       10520.5        1       0.00000
      1084.99       7720.78       10449.1        1       0.00000
      1085.09       7760.37       10349.0        1       0.00000
      1085.19       7746.18       10244.6        1       0.00000
      1085.29       7645.53       10133.5        1       0.00000
      1085.39       7431.03       10032.1        1       0.00000
      1085.49       7117.25       9939.31        1       0.00000
      1085.59       7211.92       9848.37        1       0.00000
      1085.69       7495.49       9758.26        1       0.00000
      1085.79       8877.44       9698.94        1       0.00000
      1085.89       10497.7       9646.18        1       0.00000
      1085.99       12311.1       9633.99        1       0.00000
      1086.09       13958.3       9622.18        1       0.00000
      1086.19       14489.3       9605.85        1       0.00000
      1086.29       14855.1       9590.56        1       0.00000
      1086.39       14802.8       9577.90        1       0.00000
      1086.49       14463.5       9554.39        1       0.00000
      1086.59       13748.8       9516.67        1       0.00000
      1086.69       13244.2       9460.81        1       0.00000
      1086.79       12896.2       9391.41        1       0.00000
      1086.89       13647.3       9296.67        1       0.00000
      1086.99       14797.7       9192.86        1       0.00000
      1087.09       15450.0       9185.47        1       0.00000
      1087.19       15974.5       9187.60        1       0.00000
      1087.29       14672.4       9097.60        1       0.00000
      1087.39       13368.7       9007.49        1       0.00000
      1087.49       12578.8       8952.38        1       0.00000
      1087.59       12025.6       8913.41        1       0.00000
      1087.69       11337.8       8900.75        1       0.00000
      1087.79       10623.0       8893.37        1       0.00000
      1087.89       9616.72       8879.25        1       0.00000
      1087.99       8731.53       8862.08        1       0.00000
      1088.09       8659.77       8825.72        1       0.00000
      1088.19       8852.38       8788.23        1       0.00000
      1088.29       9713.86       8747.90        1       0.00000
      1088.39       10600.3       8707.63        1       0.00000
      1088.49       11518.3       8667.58        1       0.00000
      1088.59       12103.3       8640.24        1       0.00000
      1088.69       12441.0       8622.33        1       0.00000
      1088.79       12605.2       8612.42        1       0.00000
      1088.89       12703.0       8605.56        1       0.00000
      1088.99       12399.3       8594.05        1       0.00000
      1089.09       12023.5       8582.56        1       0.00000
      1089.19       11228.0       8590.99        1       0.00000
      1089.29       10540.0       8598.84        1       0.00000
      1089.39       10331.3       8604.11        1       0.00000
      1089.49       10295.1       8602.88        1       0.00000
      1089.59       10603.5       8588.65        1       0.00000
      1089.69       11153.8       8585.12        1       0.00000
      1089.79       11962.8       8593.02        1       0.00000
      1089.89       12736.7       8585.24        1       0.00000
      1089.99       13488.7       8568.38        1       0.00000
      1090.09       14424.0       8561.02        1       0.00000
      1090.19       15409.8       8556.28        1       0.00000
      1090.29       16146.6       8510.00        1       0.00000
      1090.39       16831.9       8461.34        1       0.00000
      1090.49       17185.2       8419.21        1       0.00000
      1090.59       17556.4       8378.22        1       0.00000
      1090.69       17983.0       8340.81        1       0.00000
      1090.79       18014.5       8319.55        1       0.00000
      1090.89       17435.2       8323.24        1       0.00000
      1090.99       17152.2       8336.73        1       0.00000
      1091.09       17117.4       8358.45        1       0.00000
      1091.19       16612.5       8397.49        1       0.00000
      1091.29       15909.2       8443.83        1       0.00000
      1091.39       16150.3       8499.06        1       0.00000
      1091.49       16540.9       8555.82        1       0.00000
      1091.59       15933.8       8618.00        1       0.00000
      1091.69       15336.9       8684.48        1       0.00000
      1091.79       14792.3       8772.89        1       0.00000
      1091.89       13230.1       8853.27        1       0.00000
      1091.99       9542.71       8916.50        1       0.00000
      1092.09       6309.09       8993.94        1       0.00000
      1092.19       3579.51       9087.16        1       0.00000
      1092.29       5343.30       9147.07        1       0.00000
      1092.39       9835.01       9186.85        1       0.00000
      1092.49       8682.49       9207.90        1       0.00000
      1092.59       5975.37       9223.79        1       0.00000
      1092.69       4187.99       9240.59        1       0.00000
      1092.79       3066.87       9255.38        1       0.00000
      1092.89       7930.14       9250.08        1       0.00000
      1092.99       11878.9       9244.92        1       0.00000
      1093.09       13158.6       9240.18        1       0.00000
      1093.19       14318.2       9248.24        1       0.00000
      1093.29       15299.8       9275.26        1       0.00000
      1093.39       16015.9       9311.58        1       0.00000
      1093.49       16524.6       9355.02        1       0.00000
      1093.59       16965.8       9426.11        1       0.00000
      1093.69       17381.2       9507.74        1       0.00000
      1093.79       14982.3       9570.83        1       0.00000
      1093.89       12105.0       9629.79        1       0.00000
      1093.99       7372.24       9646.30        1       0.00000
      1094.09       4366.61       9656.64        1       0.00000
      1094.19       8103.89       9642.88        1       0.00000
      1094.29       11919.6       9622.58        1       0.00000
      1094.39       15877.8       9590.75        1       0.00000
      1094.49       18019.3       9574.79        1       0.00000
      1094.59       18513.6       9573.21        1       0.00000
      1094.69       18587.9       9572.33        1       0.00000
      1094.79       18458.0       9571.80        1       0.00000
      1094.89       18716.7       9566.86        1       0.00000
      1094.99       19053.0       9561.03        1       0.00000
      1095.09       18418.0       9537.31        1       0.00000
      1095.19       17857.6       9511.22        1       0.00000
      1095.29       17744.1       9472.55        1       0.00000
      1095.39       17925.3       9428.18        1       0.00000
      1095.49       18751.5       9371.49        1       0.00000
      1095.59       19295.4       9321.09        1       0.00000
      1095.69       19525.7       9277.68        1       0.00000
      1095.79       19901.9       9242.29        1       0.00000
      1095.89       20363.7       9211.53        1       0.00000
      1095.99       20413.4       9185.00        1       0.00000
      1096.09       20356.3       9159.57        1       0.00000
      1096.19       19215.1       9174.04        1       0.00000
      1096.29       17813.3       9190.82        1       0.00000
      1096.39       14763.9       9210.44        1       0.00000
      1096.49       12787.2       9231.35        1       0.00000
      1096.59       13649.8       9255.72        1       0.00000
      1096.69       13940.1       9290.86        1       0.00000
      1096.79       13482.5       9340.10        1       0.00000
      1096.89       14816.3       9382.50        1       0.00000
      1096.99       17378.6       9420.12        1       0.00000
      1097.09       18312.9       9436.62        1       0.00000
      1097.19       18714.2       9446.20        1       0.00000
      1097.29       18147.3       9454.23        1       0.00000
      1097.39       17534.9       9460.00        1       0.00000
      1097.49       17377.0       9438.70        1       0.00000
      1097.59       17361.7       9415.49        1       0.00000
      1097.69       17790.8       9386.35        1       0.00000
      1097.79       17893.0       9356.57        1       0.00000
      1097.89       17510.2       9325.81        1       0.00000
      1097.99       16871.3       9294.50        1       0.00000
      1098.09       16034.1       9262.73        1       0.00000
      1098.19       15563.7       9245.84        1       0.00000
      1098.29       15234.0       9234.66        1       0.00000
      1098.39       14773.2       9219.72        1       0.00000
      1098.49       14287.8       9204.02        1       0.00000
      1098.59       13635.6       9182.30        1       0.00000
      1098.69       13174.3       9158.51        1       0.00000
      1098.79       13415.4       9127.10        1       0.00000
      1098.89       13540.8       9084.55        1       0.00000
      1098.99       13479.4       9024.15        1       0.00000
      1099.09       13139.5       8947.06        1       0.00000
      1099.19       12565.4       8855.94        1       0.00000
      1099.29       12781.0       8771.97        1       0.00000
      1099.39       13330.3       8690.92        1       0.00000
      1099.49       13988.5       8680.27        1       0.00000
      1099.59       14590.8       8677.21        1       0.00000
      1099.69       13090.1       8599.99        1       0.00000
      1099.79       12299.1       8526.81        1       0.00000
      1099.89       14302.2       8469.53        1       0.00000
      1099.99       15744.8       8423.83        1       0.00000
      1100.09       16211.8       8398.26        1       0.00000
      1100.19       16681.2       8375.89        1       0.00000
      1100.29       17152.7       8356.30        1       0.00000
      1100.39       18037.8       8352.86        1       0.00000
      1100.49       19105.0       8356.59        1       0.00000
      1100.59       19985.1       8358.47        1       0.00000
      1100.69       20806.7       8360.14        1       0.00000
      1100.79       20408.0       8365.47        1       0.00000
      1100.89       20064.5       8372.87        1       0.00000
      1100.99       19952.3       8388.85        1       0.00000
      1101.09       19786.3       8403.64        1       0.00000
      1101.19       19525.9       8416.34        1       0.00000
      1101.29       19508.7       8424.91        1       0.00000
      1101.39       19714.0       8429.71        1       0.00000
      1101.49       19758.0       8437.83        1       0.00000
      1101.59       19731.0       8447.42        1       0.00000
      1101.69       19577.8       8455.59        1       0.00000
      1101.79       19394.9       8462.92        1       0.00000
      1101.89       18800.9       8444.25        1       0.00000
      1101.99       18215.0       8424.81        1       0.00000
      1102.09       17659.9       8402.05        1       0.00000
      1102.19       17327.3       8379.23        1       0.00000
      1102.29       17402.6       8356.33        1       0.00000
      1102.39       17479.2       8343.72        1       0.00000
      1102.49       17556.7       8340.53        1       0.00000
      1102.59       17740.1       8331.42        1       0.00000
      1102.69       17970.4       8319.71        1       0.00000
      1102.79       17764.5       8310.29        1       0.00000
      1102.89       17501.1       8301.42        1       0.00000
      1102.99       17578.1       8298.25        1       0.00000
      1103.09       17688.0       8290.96        1       0.00000
      1103.19       17935.5       8266.46        1       0.00000
      1103.29       18393.3       8242.34        1       0.00000
      1103.39       19222.0       8218.88        1       0.00000
      1103.49       19684.7       8184.93        1       0.00000
      1103.59       19828.4       8141.79        1       0.00000
      1103.69       19494.1       8100.15        1       0.00000
      1103.79       18958.1       8059.14        1       0.00000
      1103.89       18033.5       8046.94        1       0.00000
      1103.99       17076.2       8037.79        1       0.00000
      1104.09       16611.0       8003.38        1       0.00000
      1104.19       16338.7       7973.03        1       0.00000
      1104.29       16825.1       7958.65        1       0.00000
      1104.39       17453.1       7940.47        1       0.00000
      1104.49       18316.8       7915.97        1       0.00000
      1104.59       19079.8       7891.98        1       0.00000
      1104.69       19758.1       7868.42        1       0.00000
      1104.79       19955.7       7836.61        1       0.00000
      1104.89       19968.9       7801.61        1       0.00000
      1104.99       20180.4       7753.76        1       0.00000
      1105.09       20401.0       7703.20        1       0.00000
      1105.19       20325.5       7634.50        1       0.00000
      1105.29       20276.1       7566.99        1       0.00000
      1105.39       20317.7       7503.57        1       0.00000
      1105.49       20033.1       7446.71        1       0.00000
      1105.59       19245.1       7399.84        1       0.00000
      1105.69       18184.2       7372.46        1       0.00000
      1105.79       16911.4       7360.21        1       0.00000
      1105.89       16057.8       7353.81        1       0.00000
      1105.99       15358.3       7349.55        1       0.00000
      1106.09       15101.8       7351.55        1       0.00000
      1106.19       14933.9       7356.97        1       0.00000
      1106.29       15221.6       7392.66        1       0.00000
      1106.39       15554.5       7424.73        1       0.00000
      1106.49       16018.4       7446.04        1       0.00000
      1106.59       16397.6       7463.05        1       0.00000
      1106.69       16661.8       7474.24        1       0.00000
      1106.79       16871.8       7469.62        1       0.00000
      1106.89       17044.8       7454.16        1       0.00000
      1106.99       17105.5       7417.16        1       0.00000
      1107.09       17131.7       7373.51        1       0.00000
      1107.19       16848.5       7331.62        1       0.00000
      1107.29       16501.5       7289.52        1       0.00000
      1107.39       15824.2       7244.73        1       0.00000
      1107.49       15058.3       7201.50        1       0.00000
      1107.59       14066.2       7162.08        1       0.00000
      1107.69       12980.3       7125.33        1       0.00000
      1107.79       11781.3       7091.77        1       0.00000
      1107.89       9691.19       7054.59        1       0.00000
      1107.99       7066.40       7015.29        1       0.00000
      1108.09       5060.68       7012.71        1       0.00000
      1108.19       3197.18       7018.57        1       0.00000
      1108.29       5519.93       6988.31        1       0.00000
      1108.39       7258.04       6961.23        1       0.00000
      1108.49       5361.17       6955.34        1       0.00000
      1108.59       4672.09       6951.41        1       0.00000
      1108.69       6398.60       6951.41        1       0.00000
      1108.79       9168.27       6954.10        1       0.00000
      1108.89       12973.1       6959.47        1       0.00000
      1108.99       14860.3       6957.15        1       0.00000
      1109.09       15862.7       6951.29        1       0.00000
      1109.19       16181.2       6950.44        1       0.00000
      1109.29       16355.2       6950.26        1       0.00000
      1109.39       15390.4       6942.76        1       0.00000
      1109.49       14299.7       6934.94        1       0.00000
      1109.59       12713.4       6925.89        1       0.00000
      1109.69       11056.9       6921.42        1       0.00000
      1109.79       9282.77       6924.63        1       0.00000
      1109.89       6952.26       6937.29        1       0.00000
      1109.99       4178.34       6957.52        1       0.00000
      1110.09       5158.16       6988.93        1       0.00000
      1110.19       7568.58       7024.59        1       0.00000
      1110.29       10891.9       7031.29        1       0.00000
      1110.39       14140.8       7037.16        1       0.00000
      1110.49       15001.8       7076.57        1       0.00000
      1110.59       15553.9       7117.92        1       0.00000
      1110.69       15143.7       7165.33        1       0.00000
      1110.79       14650.2       7199.13        1       0.00000
      1110.89       14037.4       7213.61        1       0.00000
      1110.99       13690.8       7226.44        1       0.00000
      1111.09       13526.1       7238.16        1       0.00000
      1111.19       13871.7       7235.21        1       0.00000
      1111.29       14375.8       7227.71        1       0.00000
      1111.39       15379.0       7214.21        1       0.00000
      1111.49       16440.4       7208.81        1       0.00000
      1111.59       17728.9       7269.32        1       0.00000
      1111.69       18850.9       7336.75        1       0.00000
      1111.79       19571.0       7420.90        1       0.00000
      1111.89       19811.5       7492.20        1       0.00000
      1111.99       19496.0       7548.42        1       0.00000
      1112.09       19300.9       7611.54        1       0.00000
      1112.19       19172.4       7678.47        1       0.00000
      1112.29       18305.9       7696.02        1       0.00000
      1112.39       17279.3       7702.95        1       0.00000
      1112.49       14766.6       7789.74        1       0.00000
      1112.59       13002.1       7870.75        1       0.00000
      1112.69       14848.0       7921.88        1       0.00000
      1112.79       15398.0       7975.68        1       0.00000
      1112.89       13464.8       8034.65        1       0.00000
      1112.99       11655.4       8080.28        1       0.00000
      1113.09       9956.54       8113.83        1       0.00000
      1113.19       9416.70       8118.92        1       0.00000
      1113.29       9389.05       8111.42        1       0.00000
      1113.39       10438.3       8114.21        1       0.00000
      1113.49       11672.7       8119.35        1       0.00000
      1113.59       13440.2       8139.59        1       0.00000
      1113.69       15241.3       8160.69        1       0.00000
      1113.79       17159.5       8184.79        1       0.00000
      1113.89       18523.6       8213.03        1       0.00000
      1113.99       19065.0       8247.29        1       0.00000
      1114.09       19327.8       8277.73        1       0.00000
      1114.19       19391.9       8305.42        1       0.00000
      1114.29       19078.2       8307.41        1       0.00000
      1114.39       18640.3       8300.98        1       0.00000
      1114.49       16911.0       8328.18        1       0.00000
      1114.59       15090.4       8357.75        1       0.00000
      1114.69       14367.6       8391.26        1       0.00000
      1114.79       14397.0       8427.48        1       0.00000
      1114.89       14728.3       8461.02        1       0.00000
      1114.99       15152.6       8493.68        1       0.00000
      1115.09       15713.2       8511.61        1       0.00000
      1115.19       16252.0       8528.90        1       0.00000
      1115.29       16557.9       8548.18        1       0.00000
      1115.39       16891.4       8561.02        1       0.00000
      1115.49       17289.5       8558.34        1       0.00000
      1115.59       17541.0       8558.45        1       0.00000
      1115.69       17629.6       8561.64        1       0.00000
      1115.79       16498.6       8560.37        1       0.00000
      1115.89       14689.7       8556.62        1       0.00000
      1115.99       15217.1       8550.25        1       0.00000
      1116.09       16242.5       8543.33        1       0.00000
      1116.19       15971.6       8532.11        1       0.00000
      1116.29       15683.5       8517.99        1       0.00000
      1116.39       15350.6       8490.11        1       0.00000
      1116.49       15219.3       8463.40        1       0.00000
      1116.59       15454.8       8438.77        1       0.00000
      1116.69       15490.0       8417.57        1       0.00000
      1116.79       15350.0       8399.36        1       0.00000
      1116.89       14911.6       8370.93        1       0.00000
      1116.99       14354.0       8338.44        1       0.00000
      1117.09       13885.4       8338.46        1       0.00000
      1117.19       13467.3       8340.23        1       0.00000
      1117.29       13621.3       8304.89        1       0.00000
      1117.39       13705.4       8271.99        1       0.00000
      1117.49       13572.3       8246.82        1       0.00000
      1117.59       13429.3       8229.82        1       0.00000
      1117.69       13272.6       8223.93        1       0.00000
      1117.79       12999.2       8228.70        1       0.00000
      1117.89       12648.6       8240.50        1       0.00000
      1117.99       12329.7       8262.35        1       0.00000
      1118.09       12019.5       8286.98        1       0.00000
      1118.19       12342.9       8270.36        1       0.00000
      1118.29       12735.1       8248.67        1       0.00000
      1118.39       13398.3       8205.78        1       0.00000
      1118.49       13817.5       8176.75        1       0.00000
      1118.59       13725.2       8176.75        1       0.00000
      1118.69       13772.8       8158.21        1       0.00000
      1118.79       13959.1       8121.27        1       0.00000
      1118.89       14201.7       8088.29        1       0.00000
      1118.99       14470.0       8057.24        1       0.00000
      1119.09       14824.2       8050.18        1       0.00000
      1119.19       15176.0       8045.08        1       0.00000
      1119.29       15154.4       7996.35        1       0.00000
      1119.39       15151.0       7948.94        1       0.00000
      1119.49       15211.2       7906.38        1       0.00000
      1119.59       15345.9       7863.71        1       0.00000
      1119.69       15586.5       7820.87        1       0.00000
      1119.79       15702.8       7790.40        1       0.00000
      1119.89       15733.6       7768.42        1       0.00000
      1119.99       15378.5       7748.53        1       0.00000
      1120.09       14910.0       7729.26        1       0.00000
      1120.19       14295.1       7715.01        1       0.00000
      1120.29       13819.7       7699.37        1       0.00000
      1120.39       14234.6       7673.74        1       0.00000
      1120.49       14653.9       7652.62        1       0.00000
      1120.59       15082.1       7639.70        1       0.00000
      1120.69       15254.4       7621.88        1       0.00000
      1120.79       15210.4       7599.93        1       0.00000
      1120.89       14843.1       7589.94        1       0.00000
      1120.99       14351.9       7584.59        1       0.00000
      1121.09       14017.7       7555.41        1       0.00000
      1121.19       13666.1       7524.35        1       0.00000
      1121.29       12973.9       7500.25        1       0.00000
      1121.39       12500.1       7473.59        1       0.00000
      1121.49       12613.1       7440.19        1       0.00000
      1121.59       12557.9       7407.30        1       0.00000
      1121.69       12307.4       7375.00        1       0.00000
      1121.79       11356.0       7348.40        1       0.00000
      1121.89       10028.9       7324.81        1       0.00000
      1121.99       8724.67       7288.59        1       0.00000
      1122.09       7440.27       7250.30        1       0.00000
      1122.19       6846.59       7233.17        1       0.00000
      1122.29       6170.72       7216.56        1       0.00000
      1122.39       5167.88       7202.00        1       0.00000
      1122.49       4713.01       7191.48        1       0.00000
      1122.59       5106.37       7187.17        1       0.00000
      1122.69       6136.70       7186.93        1       0.00000
      1122.79       7623.71       7189.60        1       0.00000
      1122.89       9449.07       7192.29        1       0.00000
      1122.99       11377.1       7194.99        1       0.00000
      1123.09       12593.0       7192.56        1       0.00000
      1123.19       13711.0       7192.58        1       0.00000
      1123.29       14417.8       7210.35        1       0.00000
      1123.39       14934.9       7223.62        1       0.00000
      1123.49       15050.4       7227.40        1       0.00000
      1123.59       14860.4       7240.00        1       0.00000
      1123.69       14379.9       7261.00        1       0.00000
      1123.79       14138.1       7275.94        1       0.00000
      1123.89       13997.4       7288.34        1       0.00000
      1123.99       14319.3       7293.97        1       0.00000
      1124.09       14691.3       7297.75        1       0.00000
      1124.19       14992.5       7288.06        1       0.00000
      1124.29       15088.3       7281.74        1       0.00000
      1124.39       14602.6       7284.98        1       0.00000
      1124.49       13973.2       7282.60        1       0.00000
      1124.59       13169.4       7273.45        1       0.00000
      1124.69       12099.9       7274.67        1       0.00000
      1124.79       10882.3       7281.67        1       0.00000
      1124.89       10178.1       7277.92        1       0.00000
      1124.99       9612.56       7272.33        1       0.00000
      1125.09       10553.9       7281.48        1       0.00000
      1125.19       11488.2       7293.84        1       0.00000
      1125.29       12396.2       7318.07        1       0.00000
      1125.39       12925.3       7344.93        1       0.00000
      1125.49       12890.2       7375.61        1       0.00000
      1125.59       13196.4       7405.89        1       0.00000
      1125.69       13737.7       7435.87        1       0.00000
      1125.79       13940.9       7472.21        1       0.00000
      1125.89       14044.2       7510.48        1       0.00000
      1125.99       14212.7       7531.21        1       0.00000
      1126.09       14217.3       7551.35        1       0.00000
      1126.19       13363.1       7572.02        1       0.00000
      1126.29       12488.1       7589.02        1       0.00000
      1126.39       11595.5       7602.48        1       0.00000
      1126.49       10666.5       7608.38        1       0.00000
      1126.59       9722.11       7611.07        1       0.00000
      1126.69       9257.95       7615.21        1       0.00000
      1126.79       8916.87       7620.14        1       0.00000
      1126.89       9302.65       7631.99        1       0.00000
      1126.99       9898.61       7647.79        1       0.00000
      1127.09       11056.3       7674.17        1       0.00000
      1127.19       12060.0       7701.87        1       0.00000
      1127.29       12885.2       7731.16        1       0.00000
      1127.39       12807.9       7740.66        1       0.00000
      1127.49       12272.3       7740.12        1       0.00000
      1127.59       11254.9       7748.70        1       0.00000
      1127.69       10137.3       7758.76        1       0.00000
      1127.79       8782.34       7763.61        1       0.00000
      1127.89       7357.71       7769.97        1       0.00000
      1127.99       5698.47       7781.27        1       0.00000
      1128.09       4308.27       7794.17        1       0.00000
      1128.19       3285.88       7809.24        1       0.00000
      1128.29       2771.22       7832.59        1       0.00000
      1128.39       2579.21       7861.12        1       0.00000
      1128.49       2853.72       7868.07        1       0.00000
      1128.59       3243.94       7869.77        1       0.00000
      1128.69       3909.69       7902.07        1       0.00000
      1128.79       4615.36       7934.51        1       0.00000
      1128.89       5483.81       7967.35        1       0.00000
      1128.99       6430.13       7999.98        1       0.00000
      1129.09       7502.35       8032.29        1       0.00000
      1129.19       8413.63       8056.65        1       0.00000
      1129.29       9205.18       8075.09        1       0.00000
      1129.39       10494.5       8079.27        1       0.00000
      1129.49       11930.4       8079.27        1       0.00000
      1129.59       12738.7       8077.72        1       0.00000
      1129.69       0.00000       0.00000        0       0.00000
      1129.79       0.00000       0.00000        0       0.00000
      1129.89       0.00000       0.00000        0       0.00000
      1129.99       10154.1       8032.29        1       0.00000
      1130.09       9382.60       8033.89        1       0.00000
      1130.19       9111.93       8017.19        1       0.00000
      1130.29       9007.97       7997.82        1       0.00000
      1130.39       9348.03       7971.44        1       0.00000
      1130.49       9548.97       7941.08        1       0.00000
      1130.59       9588.38       7906.09        1       0.00000
      1130.69       9699.17       7874.60        1       0.00000
      1130.79       9848.25       7844.96        1       0.00000
      1130.89       9910.38       7842.56        1       0.00000
      1130.99       9953.80       7844.36        1       0.00000
      1131.09       9921.48       7818.90        1       0.00000
      1131.19       9873.14       7792.11        1       0.00000
      1131.29       9771.70       7760.85        1       0.00000
      1131.39       9746.09       7734.17        1       0.00000
      1131.49       9823.98       7713.72        1       0.00000
      1131.59       10462.8       7684.02        1       0.00000
      1131.69       11457.8       7648.47        1       0.00000
      1131.79       12119.9       7619.81        1       0.00000
      1131.89       12699.1       7592.89        1       0.00000
      1131.99       12716.3       7566.51        1       0.00000
      1132.09       12739.0       7542.67        1       0.00000
      1132.19       12804.8       7530.21        1       0.00000
      1132.29       12974.1       7517.56        1       0.00000
      1132.39       13309.5       7504.64        1       0.00000
      1132.49       13288.4       7484.01        1       0.00000
      1132.59       13001.1       7457.63        1       0.00000
      1132.69       13332.7       7450.94        1       0.00000
      1132.79       13858.4       7450.40        1       0.00000
      1132.89       14012.0       7422.37        1       0.00000
      1132.99       14199.2       7392.89        1       0.00000
      1133.09       14650.6       7361.13        1       0.00000
      1133.19       14921.2       7333.38        1       0.00000
      1133.29       14843.4       7313.33        1       0.00000
      1133.39       15212.1       7292.71        1       0.00000
      1133.49       15957.8       7271.58        1       0.00000
      1133.59       15815.5       7256.15        1       0.00000
      1133.69       15365.0       7242.69        1       0.00000
      1133.79       15392.8       7220.55        1       0.00000
      1133.89       15296.5       7198.03        1       0.00000
      1133.99       14164.4       7177.04        1       0.00000
      1134.09       12587.3       7156.53        1       0.00000
      1134.19       10074.8       7137.04        1       0.00000
      1134.29       8632.45       7122.65        1       0.00000
      1134.39       8173.51       7112.95        1       0.00000
      1134.49       10176.9       7103.61        1       0.00000
      1134.59       13171.2       7094.41        1       0.00000
      1134.69       13918.1       7081.33        1       0.00000
      1134.79       14063.4       7068.29        1       0.00000
      1134.89       10832.1       7059.08        1       0.00000
      1134.99       9188.40       7048.89        1       0.00000
      1135.09       11199.8       7036.44        1       0.00000
      1135.19       12789.9       7022.94        1       0.00000
      1135.29       13963.4       7008.39        1       0.00000
      1135.39       14443.8       6991.92        1       0.00000
      1135.49       14616.7       6974.59        1       0.00000
      1135.59       15090.2       6969.83        1       0.00000
      1135.69       15530.1       6965.84        1       0.00000
      1135.79       15279.0       6954.45        1       0.00000
      1135.89       15014.2       6945.30        1       0.00000
      1135.99       14715.9       6941.51        1       0.00000
      1136.09       14267.4       6930.05        1       0.00000
