Line ID		Wavelength (rest)
--------	----------
[OI]			5577.6	-
[NII]			5753.8	-
					5801.5
					5864.0
HeI				5874.6	-
[NII]			5890.2	-
					5895.8
[OI]			6299.3	-
[SIII]		6311.4	-
